ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Variable Output Compressor,Registration Number
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SDHF15C1S/BC153A,SDHF15C1S/SCHF15C3S,,Braemar,2.5,Ducted,Single Split System,,Air,Air,Thailand,4.82,12.5,15,660,0,,,360,4,14.6,Enthalpy Test Room,3.1123,3.6481,FALSE,,,3,3,0,0,,,,3.105750869,3.638914267,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85686,2019/11/11,,Approved,Reverse Cycle,1400,Class 7,FALSE,,FALSE,TRUE,FALSE,FALSE,04-0120-0121525 DR +  04-0140-0105902 R1,3.1123,Available,,,FALSE,AAC1287
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SDHF15C1S/SCHF15C3S,SDHF15C1S/SCHF15C3S,,Braemar,2.5,Ducted,Single Split System,,Air,Air,Thailand,4.82,12.5,15,660,0,,,360,4,14.6,Enthalpy Test Room,3.1123,3.6481,FALSE,,,3,3,0,0,,,,3.105750869,3.638914267,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85686,2019/11/11,,Approved,Reverse Cycle,1400,Class 7,FALSE,,FALSE,TRUE,FALSE,FALSE,04-0120-0121525 DR +  04-0140-0105902 R1,3.1123,Available,,,FALSE,AAC1287
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,BD15A/SCHF15C1S,SDHF15C1S/SCHF15C1S,,Braemar,2.6,Ducted,Single Split System,,Air,Air,Thailand,4.82,12.4,15,,0,,,,4.32,14.9,Enthalpy Test Room,3.1086,3.4298,FALSE,,,3,3,0,0,,,,3.102060734,3.421731923,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85688,2019/11/19,,Approved,Reverse Cycle,,Class 7,FALSE,,FALSE,TRUE,FALSE,FALSE,04-0120-0121525 DR +  04-0140-0105902 R1,3.1086,Available,,,FALSE,AAC1300
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SDHF15C1S/BC15A,SDHF15C1S/SCHF15C1S,,Braemar,2.6,Ducted,Single Split System,,Air,Air,Thailand,4.82,12.4,15,,0,,,,4.32,14.9,Enthalpy Test Room,3.1086,3.4298,FALSE,,,3,3,0,0,,,,3.102060734,3.421731923,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85688,2019/11/19,,Approved,Reverse Cycle,,Class 7,FALSE,,FALSE,TRUE,FALSE,FALSE,04-0120-0121525 DR +  04-0140-0105902 R1,3.1086,Available,,,FALSE,AAC1300
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SDHF15C1S/SCHF15C1S,SDHF15C1S/SCHF15C1S,,Braemar,2.6,Ducted,Single Split System,,Air,Air,Thailand,4.82,12.4,15,,0,,,,4.32,14.9,Enthalpy Test Room,3.1086,3.4298,FALSE,,,3,3,0,0,,,,3.102060734,3.421731923,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85688,2019/11/19,,Approved,Reverse Cycle,,Class 7,FALSE,,FALSE,TRUE,FALSE,FALSE,04-0120-0121525 DR +  04-0140-0105902 R1,3.1086,Available,,,FALSE,AAC1300
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,YV2VYH010KAR-D-X,,,YORK,1.467,Ducted,Multiple split - VRF,,Air,Air,China,3.09,8.633,10.1,,0,,,,2.69,11.8,Enthalpy Test Room,3.2665,4.1864,TRUE,,,10,10,0,0,,,,3.231196882,4.134944319,,,,,,,None,Single,R410A,"Australia,Fiji,New Zealand",85700,2019/11/28,,Approved,Reverse Cycle,,Class 10,FALSE,,FALSE,,,,,3.2665,Available,,,TRUE,AAC1313
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,YV2VYH015KAR-D-A,,,YORK,0.83,Ducted,Multiple split - VRF,,Air,Air,China,4.25,14.17,15,,0,,,,4.38,17.6,Enthalpy Test Room,3.5128,3.9851,TRUE,,,10,10,0,0,,,,3.485393881,3.954855502,,,,,,,None,Single,R410A,"Australia,Fiji,New Zealand",85702,2019/11/28,,Approved,Reverse Cycle,,Class 10,FALSE,,FALSE,,,,,3.5128,Available,,,TRUE,AAC1317
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,YV2VYH015KAS-D-X,,,YORK,2.46,Ducted,Multiple split - VRF,,Air,Air,China,5.17,13.94,16.4,,0,,,,4.35,18.1,Enthalpy Test Room,3.1334,4.0672,TRUE,,,10,10,0,0,,,,3.113357866,4.036130958,,,,,,,None,Three,R410A,"Australia,Fiji,New Zealand",85722,2019/11/28,,Approved,Reverse Cycle,,Class 10,FALSE,,FALSE,,,,,3.1334,Available,,,TRUE,AAC1316
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,YV2VYT024KAS-D-X,,,YORK,6.25,Ducted,Multiple split - VRF,,Air,Air,China,5.95,16.15,22.4,,0,,,,6.18,25,Enthalpy Test Room,3.8544,4.1027,TRUE,,,21,21,0,0,,,,3.808127838,4.055568693,,,,,,,None,Three,R410A,"Australia,Fiji,New Zealand",85724,2019/11/28,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.8544,Available,,,TRUE,AAC1310
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH28ME-K3DNA1H/I(DRED) / GWH28ME-K3DNA4H/O(DRED),,,GREE,2.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.46,5.8,8,,0,,,,2.55,8.4,Calorimeter Room,3.1148,3.2496,TRUE,87.6,,5,5,3.752511416,4.016230839,,,,3.094202046,3.228464708,,,1.6884,1.9569,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",85761,2019/11/19,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,3.1148,Available,,,TRUE,AAC1304
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,ISD164KYX/OSA164RKTGH,,,TEMPERZONE,2.38,Ducted,Single Split System,,Air,Air,"Australia,New Zealand",5.1,13.59,15.97,,0,,,,4.15,14.96,Enthalpy Test Room,3.1314,3.6048,TRUE,100,,7.26,6.71,0,0,,,,3.116378005,3.585225974,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",85794,2020/4/14,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,201000331,3.1314,Available,,,TRUE,AAC1511
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DMORC28,,,MIDEA,1.45,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.37,6.7,8.15,258,0,,,343,2.7,9.3,Calorimeter Room,3.4323,3.5129,TRUE,,,1.5,2.5,0,0,,,,3.424865438,3.501675851,,,2.3497,2.5034,2,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",85897,2019/11/26,,Approved,Reverse Cycle,1186,Class 4,FALSE,,FALSE,,,,,3.4323,Available,,,TRUE,AAC1309
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,PCG340U-G,PCG340V-M,,ACTRON AIR,5.973,Ducted,Packaged,,Air,Air,Australia,10.3,27.027,33,,0,,,,10,34,Enthalpy Test Room,3.1749,3.6026,TRUE,,,65.2,65.2,0,0,,,,3.111448403,3.52550237,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",85898,2019/11/19,,Approved,Reverse Cycle,,Class 11,FALSE,,TRUE,,,,2020-069,3.1749,Available,,,FALSE,AAC1295
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,PCG340U-M615,PCG340V-M,,ACTRON AIR,5.973,Ducted,Packaged,,Air,Air,Australia,10.3,27.027,33,,0,,,,10,34,Enthalpy Test Room,3.1749,3.6026,TRUE,,,65.2,65.2,0,0,,,,3.111448403,3.52550237,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",85898,2019/11/19,,Approved,Reverse Cycle,,Class 11,FALSE,,TRUE,,,,2020-069,3.1749,Available,,,FALSE,AAC1295
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,PCG340V-G,PCG340V-M,,ACTRON AIR,5.973,Ducted,Packaged,,Air,Air,Australia,10.3,27.027,33,,0,,,,10,34,Enthalpy Test Room,3.1749,3.6026,TRUE,,,65.2,65.2,0,0,,,,3.111448403,3.52550237,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",85898,2019/11/19,,Approved,Reverse Cycle,,Class 11,FALSE,,TRUE,,,,2020-069,3.1749,Available,,,FALSE,AAC1295
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,PCG340V-M,PCG340V-M,,ACTRON AIR,5.973,Ducted,Packaged,,Air,Air,Australia,10.3,27.027,33,,0,,,,10,34,Enthalpy Test Room,3.1749,3.6026,TRUE,,,65.2,65.2,0,0,,,,3.111448403,3.52550237,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",85898,2019/11/19,,Approved,Reverse Cycle,,Class 11,FALSE,,TRUE,,,,2020-069,3.1749,Available,,,FALSE,AAC1295
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,PCG340V-M615,PCG340V-M,,ACTRON AIR,5.973,Ducted,Packaged,,Air,Air,Australia,10.3,27.027,33,,0,,,,10,34,Enthalpy Test Room,3.1749,3.6026,TRUE,,,65.2,65.2,0,0,,,,3.111448403,3.52550237,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",85898,2019/11/19,,Approved,Reverse Cycle,,Class 11,FALSE,,TRUE,,,,2020-069,3.1749,Available,,,FALSE,AAC1295
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM307KRTP-A / RAV-SM304ATP-A,,,Toshiba,1,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.61,1.5,2.5,,0,,,,0.71,3,Calorimeter Room,3.9482,4.1306,TRUE,55.8,,15,15,5.021582734,4.935691318,,,,3.648870944,3.856037761,,,2.7977,3.2121,2.5,3,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",85918,2019/11/21,,Approved,Reverse Cycle,,Class 3,TRUE,TRUE,,TRUE,FALSE,FALSE,,3.9482,Available,,,TRUE,AAC1307
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM407KRTP-A / RAV-SM404ATP-A,,,Toshiba,1,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.78,2.1,3.1,,0,,,,0.81,3.2,Calorimeter Room,3.8184,3.8667,TRUE,57.2,,15,15,4.8815427,5.061583578,,,,3.594778792,3.641072868,,,2.6896,2.7821,2.5,2.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",85921,2019/11/26,,Approved,Reverse Cycle,,Class 3,TRUE,TRUE,,TRUE,FALSE,TRUE,,3.8184,Available,,,TRUE,AAC1308
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH12MB-K3DNA2J(DRED),,,GREE,0.76,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.95,2.74,3.5,180,0,,,275,1.03,3.85,Calorimeter Room,3.601,3.6441,TRUE,92.2,,3.54,3.64,5.228486647,4.682577566,,,,3.557797203,3.601799938,,,2.6156,2.7036,2.5,2.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",85958,2019/11/28,,Approved,Reverse Cycle,845,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.601,Available,,,TRUE,AAC1315
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH24ME-K3DNA1A/I(DRED)/GWH24ME-K3DNA3A/O(DRED),,,GREE,1.93,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.14,5.07,7,,0,,,,2.3,7.5,Calorimeter Room,3.1988,3.1622,TRUE,87.2,,5,5,3.724742268,3.900507614,,,,3.17411754,3.139320742,,,1.8482,1.7786,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",86013,2019/11/28,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.1988,Available,,,TRUE,AAC1314
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,YV2VYH018KAS-D-X,,,YORK,1.84,Ducted,Multiple split - VRF,,Air,Air,China,5.8,16.86,18.7,,0,,,,5.94,20.9,Enthalpy Test Room,3.3336,3.3502,TRUE,,,10,10,0,0,,,,3.315030999,3.331515091,,,,,,,None,Three,R410A,"Australia,Fiji,New Zealand",86036,2019/12/2,,Approved,Reverse Cycle,,Class 10,FALSE,,FALSE,,,,,3.3336,Available,,,TRUE,AAC1323
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FCQ100KA / RZQS100AY,,,DAIKIN,1.9,Non Ducted,Single Split System,Cassette,Air,Air,"Japan,Thailand",2.57,8.1,10,,0,,,,2.77,11.2,Enthalpy Test Room,4.6142,4.7063,TRUE,,,29.8,37.2,0,0,,,,4.416192023,4.471732278,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",86075,2020/3/21,,Approved,Reverse Cycle,,Class 5,FALSE,,FALSE,FALSE,FALSE,FALSE,,4.6142,Available,,,TRUE,AAC1455
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FCQ125KV / RZQS125AV,,,DAIKIN,3,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,3.56,9.5,12.5,,0,,,,3.6,14,Enthalpy Test Room,3.5442,4.1247,TRUE,100,,29.8,37.3,0,0,,,,3.4440254,3.972744965,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",86076,2020/3/19,,Approved,Reverse Cycle,,Class 5,FALSE,,FALSE,FALSE,FALSE,FALSE,KRP58M51,3.5442,Available,,,TRUE,AAC1452
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FCQ125KV / RZQS125AY,,,DAIKIN,3,Ducted,Single Split System,Cassette,Air,Air,Thailand,3.56,9.5,12.5,,0,,,,3.6,14,Enthalpy Test Room,3.852,4.1394,TRUE,100,,29.8,37.2,0,0,,,,3.736710648,3.991492544,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",86077,2020/3/19,,Approved,Reverse Cycle,,Class 7,FALSE,,FALSE,FALSE,FALSE,FALSE,KRP58M51,3.852,Available,,,TRUE,AAC1451
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FCQ60KA / RZQS60AV,,,DAIKIN,0.8,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,1.67,5.2,6,,0,,,,1.74,7,Enthalpy Test Room,3.946,4.2718,TRUE,83.75,,29.8,37.2,0,0,,,,3.703310204,3.978750895,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",86078,2020/5/14,,Approved,Reverse Cycle,,Class 4,FALSE,,FALSE,,,,,3.946,Available,,,TRUE,AAC1541
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FCQ140K / RZQS140AY,,,DAIKIN,4,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,4.4,10,14,,0,,,,4.38,16,Enthalpy Test Room,3.217,3.7331,TRUE,83.75,,29.8,37.2,0,0,,,,3.145445506,3.627024759,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",86079,2020/3/19,,Approved,Reverse Cycle,,Class 5,FALSE,,FALSE,,,,,3.217,Available,,,TRUE,AAC1450
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FCQ50KA / RZQS50AV,,,DAIKIN,0.4,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,1.27,4.6,5,,0,,,,1.41,6,Enthalpy Test Room,4.5022,4.7134,TRUE,100,,29.8,37.2,0,0,,,,4.141037362,4.297144976,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",86080,2020/5/14,,Approved,Reverse Cycle,,Class 4,FALSE,,FALSE,FALSE,FALSE,FALSE,KRP58M51,4.5022,Available,,,TRUE,AAC1540
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FBQ100DV / RZQS100AY,,,DAIKIN,3.5,Ducted,Single Split System,,Air,Air,Thailand,2.76,6.5,10,,0,,,,2.63,11.2,Enthalpy Test Room,3.7611,4.372,TRUE,,,29.8,37.2,0,0,,,,3.622902962,4.168493329,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",86088,2020/3/19,,Approved,Reverse Cycle,,Class 7,FALSE,,FALSE,,,,KRP58M51,3.7611,Available,,,TRUE,AAC1449
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FBQ125DV / RZQS125AY,,,DAIKIN,4.2,Ducted,Single Split System,,Air,Air,Thailand,3.2,7.8,12,,0,,,,3.4,14,Enthalpy Test Room,3.9235,4.1176,TRUE,,,29.8,37.2,0,0,,,,3.7984968,3.970802125,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",86089,2020/3/11,,Approved,Reverse Cycle,,Class 7,FALSE,,FALSE,,,,KRP58M51,3.9235,Available,,,TRUE,AAC1419
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FBQ125DV / RZQS125AV,,,DAIKIN,4.4,Ducted,Single Split System,,Air,Air,Thailand,3.23,7.6,12,,0,,,,3.4,14,Enthalpy Test Room,3.6259,4.1195,TRUE,,,29.8,37.2,0,0,,,,3.51672762,3.972826062,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",86090,2020/3/18,,Approved,Reverse Cycle,,Class 7,FALSE,,FALSE,,,,KRP58M51,3.6259,Available,,,TRUE,AAC1444
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FBQ140DV / RZQS140AV,,,DAIKIN,4.5,Ducted,Single Split System,,Air,Air,Thailand,3.51,8.5,13,,0,,,,4.17,16,Enthalpy Test Room,3.6025,3.7245,TRUE,,,29.8,37.2,0,0,,,,3.501929787,3.615409846,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",86093,2020/3/18,,Approved,Reverse Cycle,,Class 7,FALSE,,FALSE,,,,KRP58M51,3.6025,Available,,,TRUE,AAC1442
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FBQ71DV / RZQ71LV,,,DAIKIN,2.6,Ducted,Single Split System,Wall Hung,Air,Air,Thailand,2.1,4.5,7.1,,0,,,,2.04,8,Enthalpy Test Room,3.2841,3.8318,TRUE,,,29.9,36.9,0,0,,,,3.133154045,3.610907501,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",86101,2020/3/24,,Approved,Reverse Cycle,,Class 6,FALSE,,FALSE,,,,,3.2841,Available,,,TRUE,AAC1458
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FDYQ200LB / RZQS200AY,,,DAIKIN,4,Ducted,Single Split System,,Air,Air,"Australia,Thailand",6.08,16,20,,0,,,,6.17,22.4,Enthalpy Test Room,3.3393,3.6532,TRUE,83.51,,33,33,0,0,,,,3.276780947,3.589836909,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",86126,2020/5/14,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,TRUE,TRUE,TRUE,DTA104A61,3.3393,Available,,,TRUE,AAC1539
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FBQ100DBV / RZQS100AY,,,DAIKIN,3.6,Ducted,Single Split System,Wall Hung,Air,Air,Thailand,2.76,6.4,10,,0,,,,2.63,11.2,Enthalpy Test Room,3.7611,4.372,TRUE,83.98,,29.8,37.2,0,0,,,,3.622902962,4.168493329,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",86128,2020/3/31,,Approved,Reverse Cycle,,Class 7,FALSE,,FALSE,TRUE,FALSE,FALSE,KRP58M51,3.7611,Available,,,TRUE,AAC1477
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FHQ125BVV/ RZQS125AV,,,DAIKIN,3.3,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,3.56,7.9,11.2,,0,,,,4.35,13.5,Enthalpy Test Room,3.2941,3.1598,TRUE,91.64,,29.8,37.2,5.176632935,3.927804296,,,,3.197041633,3.066980309,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",86130,2020/6/9,,Approved,Reverse Cycle,,Class 5,FALSE,,FALSE,TRUE,TRUE,TRUE,KRP58M51,3.2941,Available,,,TRUE,AAC1579
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FHQ125BVV / RZQS125AY,,,DAIKIN,3.2,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,3.56,8,11.2,,0,,,,4.35,13.5,Enthalpy Test Room,3.1433,3.1566,TRUE,91.78,,29.8,37.2,6.026344676,3.92440854,,,,3.056967737,3.06686475,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",86131,2020/6/9,,Approved,Reverse Cycle,,Class 5,FALSE,,FALSE,TRUE,TRUE,TRUE,KRP58M51,3.1433,Available,,,TRUE,AAC1578
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FHQ71BVV / RZQ71LV,,,DAIKIN,1.7,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,1.77,4.1,5.8,,0,,,,2.32,7.5,Enthalpy Test Room,3.3887,3.2938,TRUE,84.1,,29.8,36.9,4.288824383,5.290148448,,,,3.201363104,3.123703804,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",86134,2020/6/9,,Approved,Reverse Cycle,,Class 4,FALSE,,FALSE,FALSE,FALSE,FALSE,KRP58M51,3.3887,Available,,,TRUE,AAC1577
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,IWR-75G,,,Domain,2.25,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.27,5.25,7.5,,0,,,,2.48,8.2,Calorimeter Room,3.2786,3.3469,TRUE,,,0.017,0.017,0,0,,,,3.278501507,3.346808871,,,2.057,2.1936,2,2,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",86212,2019/12/5,,Approved,Reverse Cycle,,Class 4,FALSE,,FALSE,,,,,3.2786,Available,,,TRUE,AAC1329
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,TSOM053HVBMJBE,,,TECO,0.79,Both,Multiple split - Fixed head,,Air,Air,China,1.57,4.51,5.3,,0,,,,1.6,5.8,Enthalpy Test Room,3.5793,3.6085,TRUE,,,12,14,0,0,,,,3.4835417,3.504786433,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",86298,2019/12/21,,Approved,Reverse Cycle,,Class 9,TRUE,,,TRUE,TRUE,TRUE,,3.5793,Available,,,TRUE,AAC1345
