,ApplStandard,N-Standard,Model_No,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration3_Sink,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,H2_COP,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,AnnualOutputEER,AnnualOutputCOP,outdoortype,Phase,Refrigerant,Type,Demand Response 1,EER,Registration Number
254,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,GWH09MB-K3DNA2H(DRED),GREE,0.4,Non Ducted,Single Split System,Air,China,0.68,2.2,2.6,0.0,0.73,2.8,Calorimeter Room,4.011,3.8752,True,3.54,3.64,0.0,0.0,3.94261288901,3.81085634056,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.011,AAC1109
255,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,GWH09MB-K3DNA4H(DRED),GREE,0.4,Non Ducted,Single Split System,Air,China,0.68,2.2,2.6,0.0,0.73,2.8,Calorimeter Room,4.011,3.8752,True,3.54,3.64,0.0,0.0,3.94261288901,3.81085634056,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.011,AAC1109
256,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,RAS-10G2KVP-A + RAS-10G2AVP-A,Toshiba,0.5,Non Ducted,Single Split System,Air,Thailand,0.49,2.0,2.5,0.0,0.58,3.2,Calorimeter Room,5.0816,5.2997,True,2.0,2.0,0.0,0.0,5.01248087608,5.24101119916,Calorimeter Room,Single,R410A,Reverse Cycle,True,5.0816,AAC0853
257,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,RAS-13G2KVP-A + RAS-13G2AVP-A,Toshiba,1.1,Non Ducted,Single Split System,Air,Thailand,0.82,2.4,3.5,0.0,0.8,4.0,Calorimeter Room,4.1183,4.7802,True,2.0,2.0,0.0,0.0,4.08565793181,4.74186972599,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.1183,AAC0852
258,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,RAS-16G2KVP-A + RAS-16G2AVP-A,Toshiba,1.0,Non Ducted,Single Split System,Air,Thailand,1.3,3.5,4.5,0.0,1.37,5.5,Calorimeter Room,3.4303,3.9871,True,2.0,2.0,0.0,0.0,3.41290786948,3.96784602644,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.4303,AAC0841
259,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.3:2005,HWP58CEKSY,TEMPERZONE,1.01,Ducted,Packaged,Cooling Tower,"Australia,New Zealand",1.57,4.53,5.54,0.0,,,Enthalpy Test Room,3.5287,,False,3.0,,0.0,0.0,3.50601845406,,Water Loop Equipment,Single,R410A,Cooling Only,False,3.5287,AAC0850
260,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RMKS140L,DAIKIN,0.0,Non Ducted,Multiple split - VRF,Air,Thailand,3.99,14.0,14.0,0.0,,,Enthalpy Test Room,3.4931,0.0,True,43.0,,0.0,0.0,3.37221431055,0.0,Calorimeter Room,Single,R410A,Cooling Only,False,3.4931,AAC0968
261,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RMKS160L,DAIKIN,0.0,Non Ducted,Multiple split - VRF,Air,Thailand,4.75,15.5,15.5,0.0,,,Enthalpy Test Room,3.2773,0.0,True,43.0,,4.64783304678,0.0,3.17920063271,0.0,Calorimeter Room,Single,R410A,Cooling Only,False,3.2773,AAC0967
262,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RMXS140L,DAIKIN,0.0,Non Ducted,Multiple split - VRF,Air,Thailand,3.99,14.0,14.0,0.0,3.65,16.0,Enthalpy Test Room,3.4931,4.4014,True,43.0,43.0,0.0,0.0,3.37221431055,4.23150857331,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.4931,AAC0978
263,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RMXS160L,DAIKIN,0.0,Non Ducted,Multiple split - VRF,Air,Thailand,4.75,15.5,15.5,0.0,4.28,17.5,Enthalpy Test Room,3.2773,4.0933,True,43.0,43.0,4.64783304678,0.0,3.17920063271,3.9588447784,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.2773,AAC0999
264,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.3:2005,HWP96CEKSY,TEMPERZONE,1.79,Ducted,Packaged,Cooling Tower,"New Zealand,Australia",2.68,8.16,9.95,0.0,,,Enthalpy Test Room,3.7196,,False,3.0,,0.0,0.0,3.70557959734,,Water Loop Equipment,Single,R410A,Cooling Only,False,3.7196,AAC0849
265,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.3:2005,HWP77CEKSY,TEMPERZONE,0.93,Ducted,Packaged,Cooling Tower,"New Zealand,Australia",2.2,6.82,7.75,0.0,,,Enthalpy Test Room,3.5227,,False,3.0,,0.0,0.0,3.50656519497,,Water Loop Equipment,Single,R410A,Cooling Only,False,3.5227,AAC0862
266,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,REYQ8P,DAIKIN,2.497,Non Ducted,Multiple split - VRF,Air,Japan,5.87,19.903,22.4,0.0,6.11,25.0,Enthalpy Test Room,4.1418,4.3547,True,97.0,104.0,0.0,0.0,3.8969795524,4.09486855684,Calorimeter Room,Three,R410A,Reverse Cycle,False,4.1418,AAC1028
267,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,REYQ10P,DAIKIN,3.158,Non Ducted,Multiple split - VRF,Air,Japan,7.49,24.842,28.0,0.0,7.755,31.5,Enthalpy Test Room,3.8202,4.3276,True,102.0,109.0,0.0,0.0,3.64260908954,4.11191463688,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.8202,AAC1004
268,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,REYQ12P,DAIKIN,3.725,Non Ducted,Multiple split - VRF,Air,Japan,9.56,29.775,33.5,0.0,9.38,37.5,Enthalpy Test Room,3.5928,4.277,True,107.0,114.0,0.0,0.0,3.45397161863,4.09074055653,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.5928,AAC1002
269,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,REYQ14P,DAIKIN,5.031,Non Ducted,Multiple split - VRF,Air,Japan,11.96,34.969,40.0,0.0,11.525,45.0,Enthalpy Test Room,3.5704,4.1739,True,112.0,119.0,0.0,0.0,3.44964413257,4.01851896408,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.5704,AAC1040
270,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,REYQ16P,DAIKIN,5.354,Non Ducted,Multiple split - VRF,Air,Japan,14.74,39.646,45.0,0.0,13.6,50.0,Enthalpy Test Room,3.2441,3.9081,True,117.0,124.0,0.0,0.0,3.15097239335,3.77983129027,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.2441,AAC1003
271,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,REYQ18P,DAIKIN,5.383,Non Ducted,Multiple split - VRF,Air,Japan,13.72,45.017,50.4,0.0,14.275,56.5,Enthalpy Test Room,3.6829,3.939,True,166.0,166.0,0.0,0.0,3.53289189119,3.78559408168,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.6829,AAC1039
272,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,REYQ20P,DAIKIN,5.528,Non Ducted,Multiple split - VRF,Air,Japan,16.0,50.372,55.9,0.0,16.05,62.5,Enthalpy Test Room,3.4748,3.8529,True,171.0,171.0,0.0,0.0,3.35006003981,3.71571560721,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.4748,AAC1019
273,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,REYQ22P,DAIKIN,4.7,Non Ducted,Multiple split - VRF,Air,Japan,17.88,56.8,61.5,0.0,17.925,69.0,Enthalpy Test Room,3.3699,3.8308,True,209.0,209.0,0.0,0.0,3.24005449264,3.68117730445,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.3699,AAC1038
274,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,APC018HA3B,SPECIALIZED ENGINEERING,3.8607,Ducted,Packaged,Air,Australia,5.0,13.1393,17.0,0.0,4.5,16.7,Enthalpy Test Room,3.4088,3.7672,False,43.2,43.2,0.0,0.0,3.31257432801,3.64707177263,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.4088,AAC0859
275,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,APH018HA3B,SPECIALIZED ENGINEERING,3.8607,Ducted,Packaged,Air,Australia,5.0,13.1393,17.0,0.0,4.5,16.7,Enthalpy Test Room,3.4088,3.7672,False,43.2,43.2,0.0,0.0,3.31257432801,3.64707177263,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.4088,AAC0859
276,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,APH(C)018HA3B,SPECIALIZED ENGINEERING,3.8607,Ducted,Packaged,Air,Australia,5.0,13.1393,17.0,0.0,4.5,16.7,Enthalpy Test Room,3.4088,3.7672,False,43.2,43.2,0.0,0.0,3.31257432801,3.64707177263,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.4088,AAC0859
277,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,PEA-RP100GAA / PUHZ-RP100YKA2,MITSUBISHI ELECTRIC,0.8,Ducted,Single Split System,Air,"Thailand,Japan",2.6,9.2,10.0,0.0,2.51,11.2,Calorimeter Room,3.9633,4.4735,True,73.25,71.46,0.0,0.0,3.61778217592,4.08005025096,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.9633,AAC0861
278,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,PEA-RP100GAA / PUHZ-RP100VKA2,MITSUBISHI ELECTRIC,0.8,Ducted,Single Split System,Air,"Japan,Thailand",2.6,9.2,10.0,0.0,2.51,11.2,Calorimeter Room,3.9633,4.4735,True,64.91,63.25,0.0,0.0,3.65405682117,4.12169406555,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.9633,AAC0860
279,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APC035HA3B,SPECIALIZED ENGINEERING,5.59,Ducted,Packaged,Air,Australia,9.812,27.642,33.232,0.0,9.3,33.6,Enthalpy Test Room,3.3869,3.9423,False,85.0,85.0,0.0,0.0,3.2905250859,3.8139081333,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.3869,AAC0870
280,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APH035HA3B,SPECIALIZED ENGINEERING,5.59,Ducted,Packaged,Air,Australia,9.812,27.642,33.232,0.0,9.3,33.6,Enthalpy Test Room,3.3869,3.9423,False,85.0,85.0,0.0,0.0,3.2905250859,3.8139081333,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.3869,AAC0870
281,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APH(C)035HA3B,SPECIALIZED ENGINEERING,5.59,Ducted,Packaged,Air,Australia,9.812,27.642,33.232,0.0,9.3,33.6,Enthalpy Test Room,3.3869,3.9423,False,85.0,85.0,0.0,0.0,3.2905250859,3.8139081333,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.3869,AAC0870
282,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,SRF25ZMXA-S / SRC25ZMXA-S,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.3,Non Ducted,Single Split System,Air,Thailand,0.52,2.2,2.5,0.0,0.72,3.4,Calorimeter Room,4.454,4.4861,True,3.0,3.0,0.0,0.0,4.37254123507,4.42664087618,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.454,AAC0883
283,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,SRF35ZMXA-S / SRC35ZMXA-S,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.84,Non Ducted,Single Split System,Air,Thailand,0.89,2.66,3.5,0.0,1.12,4.5,Calorimeter Room,3.6292,3.7942,True,3.0,3.0,5.43692307692,5.30023094688,3.59013508069,3.76178191445,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.6292,AAC0903
284,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,SRF50ZMXA-S / SRC50ZMXA-S,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.416,Non Ducted,Single Split System,Air,Thailand,1.39,3.584,5.0,0.0,1.54,6.0,Calorimeter Room,3.5907,3.8045,True,4.0,4.0,4.96363636364,5.0,3.55689924209,3.77197635647,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.5907,AAC0894
285,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,APC020HA3B,Specialized Engineering,4.542,Ducted,Packaged,Air,Australia,5.7,15.458,20.0,0.0,5.4,20.5,Enthalpy Test Room,3.6405,3.7975,False,43.4,43.4,0.0,0.0,3.54849198132,3.69745714074,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.6405,AAC0869
286,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,APH020HA3B,Specialized Engineering,4.542,Ducted,Packaged,Air,Australia,5.7,15.458,20.0,0.0,5.4,20.5,Enthalpy Test Room,3.6405,3.7975,False,43.4,43.4,0.0,0.0,3.54849198132,3.69745714074,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.6405,AAC0869
287,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,APH(C)020HA3B,Specialized Engineering,4.542,Ducted,Packaged,Air,Australia,5.7,15.458,20.0,0.0,5.4,20.5,Enthalpy Test Room,3.6405,3.7975,False,43.4,43.4,0.0,0.0,3.54849198132,3.69745714074,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.6405,AAC0869
288,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APC040HA3B,Specialized Engineering,6.44,Ducted,Packaged,Air,Australia,12.09,32.26,38.7,0.0,11.1,40.1,Enthalpy Test Room,3.1987,3.9432,False,86.8,86.8,0.0,0.0,3.12297641652,3.83257129267,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.1987,AAC0872
289,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APH040HA3B,Specialized Engineering,6.44,Ducted,Packaged,Air,Australia,12.09,32.26,38.7,0.0,11.1,40.1,Enthalpy Test Room,3.1987,3.9432,False,86.8,86.8,0.0,0.0,3.12297641652,3.83257129267,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.1987,AAC0872
290,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APH(C)040HA3B,Specialized Engineering,6.44,Ducted,Packaged,Air,Australia,12.09,32.26,38.7,0.0,11.1,40.1,Enthalpy Test Room,3.1987,3.9432,False,86.8,86.8,0.0,0.0,3.12297641652,3.83257129267,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.1987,AAC0872
291,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARNU12GBGA2/ARUB160LTE4,LG,3.1,Ducted,Multiple split - VRF,Air,South Korea,12.4,41.7,44.8,0.0,13.3,50.4,Enthalpy Test Room,3.4662,3.6432,True,59.973,59.93,0.0,0.0,3.41113238153,3.58964327899,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.4662,AAC0927
292,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARNU12GBGA2/ARUB200LTE4,LG,2.2,Ducted,Multiple split - VRF,Air,South Korea,13.9,53.8,56.0,0.0,15.65,63.0,Enthalpy Test Room,3.8957,3.9163,True,119.542,118.809,0.0,0.0,3.78801253335,3.82022039053,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.8957,AAC0901
293,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARNU12GBGA2/ARUN200LTE4,LG,2.2,Ducted,Multiple split - VRF,Air,South Korea,13.9,53.8,56.0,0.0,15.65,63.0,Enthalpy Test Room,3.8957,3.9163,True,119.542,118.809,0.0,0.0,3.78801253335,3.82022039053,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.8957,AAC0901
294,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARUN200LTE4,LG,2.2,Ducted,Multiple split - VRF,Air,South Korea,13.9,53.8,56.0,0.0,15.65,63.0,Enthalpy Test Room,3.8957,3.9163,True,119.542,118.809,0.0,0.0,3.78801253335,3.82022039053,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.8957,AAC0901
295,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARNU12GBGA2/ARUB180LTE4,LG,1.6,Ducted,Multiple split - VRF,Air,South Korea,12.1,48.8,50.4,0.0,13.5,56.7,Enthalpy Test Room,4.1703,4.0523,True,119.47,118.621,0.0,0.0,4.03621377061,3.93828846201,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,4.1703,AAC0929
296,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARNU12GBGA2/ARUN180LTE4,LG,1.6,Ducted,Multiple split - VRF,Air,South Korea,12.1,48.8,50.4,0.0,13.5,56.7,Enthalpy Test Room,4.1703,4.0523,True,119.47,118.621,0.0,0.0,4.03621377061,3.93828846201,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,4.1703,AAC0929
297,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARUN180LTE4,LG,1.6,Ducted,Multiple split - VRF,Air,South Korea,12.1,48.8,50.4,0.0,13.5,56.7,Enthalpy Test Room,4.1703,4.0523,True,119.47,118.621,0.0,0.0,4.03621377061,3.93828846201,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,4.1703,AAC0929
298,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARNU12GBGA2/ARUB140LTE4,LG,1.3,Ducted,Multiple split - VRF,Air,South Korea,10.3,37.9,39.2,0.0,11.4,44.1,Enthalpy Test Room,3.6568,3.8204,True,59.901,59.742,0.0,0.0,3.58771165196,3.75529351757,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.6568,AAC0926
299,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARNU12GBGA2/ARUN140LTE4,LG,1.3,Ducted,Multiple split - VRF,Air,South Korea,10.3,37.9,39.2,0.0,11.4,44.1,Enthalpy Test Room,3.6568,3.8204,True,59.901,59.742,0.0,0.0,3.58771165196,3.75529351757,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.6568,AAC0926
300,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARUN140LTE4,LG,1.3,Ducted,Multiple split - VRF,Air,South Korea,10.3,37.9,39.2,0.0,11.4,44.1,Enthalpy Test Room,3.6568,3.8204,True,59.901,59.742,0.0,0.0,3.58771165196,3.75529351757,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.6568,AAC0926
301,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARNU12GBGA2/ARUB100LTE4,LG,0.0,Ducted,Multiple split - VRF,Air,South Korea,7.2,28.0,28.0,0.0,7.5,31.5,Enthalpy Test Room,3.8395,4.1073,True,59.793,59.461,0.0,0.0,3.73562970649,4.00291949212,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.8395,AAC0925
302,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARNU12GBGA2/ARUN100LTE4,LG,0.0,Ducted,Multiple split - VRF,Air,South Korea,7.2,28.0,28.0,0.0,7.5,31.5,Enthalpy Test Room,3.8395,4.1073,True,59.793,59.461,0.0,0.0,3.73562970649,4.00291949212,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.8395,AAC0925
303,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARUN100LTE4,LG,0.0,Ducted,Multiple split - VRF,Air,South Korea,7.2,28.0,28.0,0.0,7.5,31.5,Enthalpy Test Room,3.8395,4.1073,True,59.793,59.461,0.0,0.0,3.73562970649,4.00291949212,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.8395,AAC0925
304,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARNU12GBGA2/ARUB080LTE4,LG,0.6,Ducted,Multiple split - VRF,Air,South Korea,5.6,21.8,22.4,0.0,5.8,25.2,Enthalpy Test Room,3.8644,4.2597,True,59.72,59.273,0.0,0.0,3.73107951291,4.1158923511,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.8644,AAC0924
305,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARNU12GBGA2/ARUN080LTE4,LG,0.6,Ducted,Multiple split - VRF,Air,South Korea,5.6,21.8,22.4,0.0,5.8,25.2,Enthalpy Test Room,3.8644,4.2597,True,59.72,59.273,0.0,0.0,3.73107951291,4.1158923511,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.8644,AAC0924
306,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,ARUN080LTE4,LG,0.6,Ducted,Multiple split - VRF,Air,South Korea,5.6,21.8,22.4,0.0,5.8,25.2,Enthalpy Test Room,3.8644,4.2597,True,59.72,59.273,0.0,0.0,3.73107951291,4.1158923511,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.8644,AAC0924
307,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RAS-2HVNP,HITACHI,0.4,Non Ducted,Multiple split - VRF,Air,Japan,1.24,4.6,5.0,0.0,1.2,5.6,Enthalpy Test Room,4.2819,4.609,True,36.0,42.0,0.0,0.0,3.87312894217,4.1136749031,Enthalpy Test Room,Single,R410A,Reverse Cycle,False,4.2819,AAC0919
308,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,RXYQ8T,DAIKIN,3.5,Non Ducted,Multiple split - VRF,Air,"Thailand,Japan",5.53,18.9,22.4,0.0,5.99,25.0,Enthalpy Test Room,3.8955,4.2466,True,57.0,64.0,0.0,0.0,3.76476489378,4.09084126349,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.8955,AAC0991
309,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,RXYQ10T,DAIKIN,4.37,Non Ducted,Multiple split - VRF,Air,"Thailand,Japan",7.69,23.63,28.0,0.0,7.665,30.398,Enthalpy Test Room,3.7238,4.2927,True,62.0,69.0,0.0,0.0,3.61928642995,4.16049196827,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.7238,AAC0977
310,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,RXYQ12T,DAIKIN,5.18,Non Ducted,Multiple split - VRF,Air,"Thailand,Japan",9.49,28.32,33.5,0.0,9.51,37.5,Enthalpy Test Room,3.5991,3.9925,True,67.0,74.0,0.0,0.0,3.51057614411,3.88528384861,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.5991,AAC0986
311,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,RXYQ14T,DAIKIN,6.75,Non Ducted,Multiple split - VRF,Air,"Thailand,Japan",11.46,33.25,40.0,0.0,11.625,43.425,Enthalpy Test Room,3.5423,4.0761,True,105.0,112.0,0.0,0.0,3.43053173242,3.94095227419,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.5423,AAC1027
312,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],JIS B 8615-1,RXYQ16T,DAIKIN,7.28,Non Ducted,Multiple split - VRF,Air,"Thailand,Japan",13.64,37.72,45.0,0.0,13.4,50.0,Enthalpy Test Room,3.2739,3.8019,True,110.0,117.0,0.0,0.0,3.18463163144,3.68701696257,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.2739,AAC0985
